username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags
lagoshrine,"CHAMPIONS OF EUROPE, THE WORLD AND ENGLAND 22/7/20.            ●~hi~■  ♤bye♡♔♘ BOOK YOUR CHARTERED FLIGHT WITH US",Iagos,496,311,16297,2015-01-20 12:37:22,2020-08-04 23:59:42,0,"the numbers in Beirut will skyrocket so much we will be shocked by the numbers.

this is sad, prayers with them n God strength on em all.",[]
AndreaFajarS1,Youtube channel cucubores1😁,tmg-jogja,318,92,619,2018-12-27 14:20:27,2020-08-04 23:59:42,6595,"Explosion at a warehouse in a port in Beirut, Lebanon.  Very little is know but some local news channels are reporting it was a nitrate storage facility.  #beirut https://t.co/4llENkCHge",[]
KathNielBFord25,| GU.PAI.GTB.PSY.LLS | 24/7inlove.Sisterakas.MBL.Pagpag.SDTG.CBY.BALU.CHFIL.THOU | KathNiel | KiefLy | JessRiel | JiaGuel | TanReb |,,1610,768,482967,2011-12-09 03:18:14,2020-08-04 23:59:42,74,"At least 6 Filipinos were among thousands injured when 2 enormous explosions devastated Beirut's port, left 73 dead and shook distant buildings across the Lebanese capital, an envoy said Wednesday.  https://t.co/Oz2LR0B0cy",[]
SaniSafian,"sec mundus creatus est.


..............................................
Viva La Vida.",Nigeria,386,384,7425,2018-12-21 14:20:08,2020-08-04 23:59:42,2600,WATCH: Shockwave hits during mass in Beirut https://t.co/ciRSkru8zM,[]
kuhlahni,rhode island.,,23,10,41,2020-04-20 05:12:56,2020-08-04 23:59:42,973,Pray for Beirut. Lebanon. https://t.co/mdgmHhKKR3,[]
staciemtz,,,8,1,5,2020-06-01 17:18:52,2020-08-04 23:59:42,87,"So heart breaking a massive explosion rocking #Beirut, causing hundreds of injuries and widespread damage. 
#Lebanonexplosion #BeirutBlast #beirutexplosion #PrayForLebanon #PrayForBeirut #Libano #Liban #Beyrut 
#لبنان #لبنان_ينهار https://t.co/eO43TaZSFt","[{'text': 'Beirut', 'indices': [63, 70]}]"
Nuraz_Wawa,🌸 بِسۡـــــــــمِ ٱللهِ ٱلرَّحۡـمَـٰنِ ٱلرَّحِـــــــيم 🌸 🌸 لا إله إلا الله محمد رسول الله 🌸,"Perak, Malaysia",1847,3057,714736,2012-04-04 10:57:29,2020-08-04 23:59:42,3487,"sending all my prayers to the people who are affected 🙏😭 god this is so heartbreaking.
#Beirut
https://t.co/hZwitt0Kh3","[{'text': 'Beirut', 'indices': [101, 108]}]"
michaeleatsdick,"A Late Spirit of The Lizard King
LAwoman(210) 31 Immersed within Existential Despair & disillusioned dreams. This is just life as I perceive it. #90kids","San Antonio, TX",648,323,10750,2009-12-20 14:41:28,2020-08-04 23:59:42,0,@chrisleeef Beirut Port,[]
KPB22_,ใครที่ฟังเพลงของบีทูบีขอให้เจริญๆนะคะ,ประเทศไทย,1179,173,115120,2016-10-02 05:36:51,2020-08-04 23:59:42,7262,"Lebanon have been hit so bad by the corona virus pandemic, then the economic crisis and now the nuclear like explosion.... Indeed 2020 is an unforgettable year. May God protect the people of Beirut and give them lasting peace #Beirut https://t.co/VMNT87rnc4",[]
_wisdom91,"Гонконгская принцесса; especial niña ELF, не ручаюсь за себя вне себя, топлю всё живое в сапфирово-синем болоте; Сонхва головного мозга",,320,224,112297,2010-12-17 20:35:17,2020-08-04 23:59:42,7276,"#BeirutBlast #beirutexplosion
#Beirut #Lebanon
My heart goes for this African maid, who ignored her own life, and tried to safe her employer’s child. 
Not all angels have wings 🕊 
#BeirutExplosion #لبنان #Beirut https://t.co/IfkhDN2iOZ","[{'text': 'BeirutBlast', 'indices': [18, 30]}, {'text': 'beirutexplosion', 'indices': [31, 47]}, {'text': 'Beirut', 'indices': [48, 55]}, {'text': 'Lebanon', 'indices': [56, 64]}]"
ptekosam,Pacifier,,269,24,172,2020-05-06 07:48:47,2020-08-04 23:59:42,5428,"Dramatic video shows a massive explosion near Beirut's port that caused destruction to homes miles away. Dozens have been killed and thousands are believed to be injured, officials say. https://t.co/wOOvmOdkM4 https://t.co/2QxqtTfuQz",[]
rglass09,,,683,107,53283,2012-11-25 01:09:06,2020-08-04 23:59:42,24279,"Since our President is too busy watching his ratings plummet, I’ll say it: On behalf of America, our hearts go out to the families and loved ones of those affected by the terrible tragedy in Lebanon.",[]
Sunshine_xoxo9,no one ever made a difference by being like everyone else - p.t. barnum,🎞,2190,152,127476,2017-03-09 15:14:17,2020-08-04 23:59:42,4143,"2,750 tons of ammonium nitrate left unsecured in a warehouse. many lost their lives in a split second. my prayers go out to lebanon. #beirut https://t.co/HcKnV9YclX",[]
Emeka0071,"The key to the mortality is first Living a life worth Remembering..💯🤲🏽 
|| Automobile Plug || CR7 Big Fan⚽ || Monitoring Spirit ||","Enugu, Nigeria",1336,1336,7136,2020-01-31 13:44:59,2020-08-04 23:59:42,455,From today in Beirut. Parents are amazing.  https://t.co/TpJ88f339w,[]
pauperrima3,🌑🌒🌓🌔🌕🌖🌗🌘🌑,"Madrid, Comunidad de Madrid",216,64,8098,2019-04-10 13:37:14,2020-08-04 23:59:42,231118,Stunning video shows explosions just minutes ago at Beirut port https://t.co/ZjltF0VcTr,[]
stephasko,I’m weird but a weird type of cool😎,Ghana,227,130,662,2018-07-16 00:29:03,2020-08-04 23:59:42,0,"God save us ooo

Pray for Lebanon 🇱🇧 https://t.co/KCGpEiu6Dq",[]
suliii19,,,1553,1401,1010,2019-09-20 20:43:21,2020-08-04 23:59:42,5346,"Sending out our thoughts, prayers and love to Lebanon,Beirut so many innocent gone and injured ! 
#PrayForLebanon 🇱🇧 https://t.co/GKV1I1oIzE","[{'text': 'PrayForLebanon', 'indices': [118, 133]}]"
afifjasaiap,Allah the best planner,"Muar, Johor",210,201,2366,2017-08-11 13:45:34,2020-08-04 23:59:42,231118,Stunning video shows explosions just minutes ago at Beirut port https://t.co/ZjltF0VcTr,[]
MOCAT1,Vietnam Era Vet. U.S. Army. I am retired from the USPS/NPMHU LOCAL#297 Live Life To The Fullest/Over The Hill Is Better Than UNDER IT!,"Springfield, Mo.",1831,321,10979,2010-02-03 02:31:21,2020-08-04 23:59:42,2193,From a friend in #beirut https://t.co/XAKSmUOau5,"[{'text': 'beirut', 'indices': [32, 39]}]"
kio0911,#ALLBLM,DM(V),285,614,10017,2015-10-09 03:02:48,2020-08-04 23:59:42,75893,"tw//death, explosions 

what's happening in Lebanon atm :",[]
sir_keyy,Phil 4:13,,104,97,1162,2019-05-17 19:21:50,2020-08-04 23:59:42,0,This year really have it all son. Terrorist attack in beirut,[]
LisaPatrell,this is a place I let my progressive roots grow,,2396,742,39191,2012-06-28 21:11:25,2020-08-04 23:59:42,35,"Thinking of everyone in Beirut and those with families seeking answers. 

At a time when Lebanon is going through an unprecedented economic and food security crisis, this is especially devastating. 

The United States and international community must come to the aid of Lebanon. https://t.co/Vg9WpH29Tn",[]
nadirahfj,hi,kl,88,29,926,2019-04-18 12:28:28,2020-08-04 23:59:42,1937,"Devastating photos from the massive explosion in Beirut, Lebanon
 please pray for Beirut, Lebanon 
#Beirut https://t.co/KKKq1ZTlvu","[{'text': 'Beirut', 'indices': [120, 127]}]"
jega_xceptiona,"Singer || Lazy dancer 😂 || content creator 😎 || Lyricist (ghost writer) || B.Eng 😏 || no hate, zero pride 🤗 || I follow 🔙 || 2nd account: @jega_xceptional","Lagos, Nigeria",1839,2592,2451,2019-06-16 09:07:50,2020-08-04 23:59:42,50,"Beirut Explosion.. A thread.

Beirut, the capital city of Lebanon according to reports was hit by the detonation of a 2750ton (2,494,758.04 kg = 49,895 bags of 50kg cement) ammonium nitrate stored for 6years. 

Ammonium nitrate is a chemical compound..
#BeirutBlast #prayforbeirut https://t.co/Z8Dwv3NjRR","[{'text': 'BeirutBlast', 'indices': [253, 265]}, {'text': 'prayforbeirut', 'indices': [266, 280]}]"
jtwill1021,"FULL-TIME Twitter Troll 🤡, Independent film Director 🎥 , YouTuber🎮, #BLM ✊🏾",United States,2795,388,13728,2013-10-29 01:30:30,2020-08-04 23:59:42,5428,"Dramatic video shows a massive explosion near Beirut's port that caused destruction to homes miles away. Dozens have been killed and thousands are believed to be injured, officials say. https://t.co/wOOvmOdkM4 https://t.co/2QxqtTfuQz",[]
zehoberis,"''Hemingway once called the two of them, victims of unsynchronized passion.''",rina sawayama's ass,40,11,2417,2020-02-13 22:45:50,2020-08-04 23:59:42,1834,"Awareness 

People in Beirut,Lebanon needs to stay indoors due to the recent Firewooks/nuclear explosion that happened in Beirut. The smoke is filled with nitric acid (Red/pink/purple smoke) which is toxic and can form an acidic rain.
#BeirutBlast #Beirut https://t.co/eyKYSiVJZ0",[]
GeekCubano,"Cubano 🇨🇺 , amante de la tecnología 📲, los videojuegos🕹y el entretenimiento digital🎞. Tengo un canal en YouTube al respecto 👇",,300,559,5467,2020-05-04 03:49:22,2020-08-04 23:59:42,0,Horrifying Explosion in Beirut Caught on Video. Devastating damage. Leba... https://t.co/GbMDHZWBQO via @YouTube,[]
rckalig,✨am just nothin✨,Indonesia,136,31,556,2016-11-20 17:10:47,2020-08-04 23:59:42,5346,"Sending out our thoughts, prayers and love to Lebanon,Beirut so many innocent gone and injured ! 
#PrayForLebanon 🇱🇧 https://t.co/GKV1I1oIzE","[{'text': 'PrayForLebanon', 'indices': [118, 133]}]"
EliJimin95,𝚃𝚑𝚎 𝙶𝚎𝚗𝚛𝚎 𝚒𝚜 𝙱𝚃𝚂 | 보라해 💜 | ⟬⟭𝙰𝚁𝙼𝚈 | 𖧵𝙼𝙾𝙰 | #Eternally7 | she/her,방탄소년단 ♡,465,205,5518,2018-01-23 02:45:11,2020-08-04 23:59:42,0,Everyone living in Beirut please be safe and stay inside also I saw petitions don’t really help and it’s better to donate here is a way you can donate by the Lebanese Red Cross https://t.co/t70N5PvwzV,[]
ItsMey1998,Baby kyle nathalie aiusthia❤️,Mandaluyong city,242,112,4544,2015-03-13 00:22:19,2020-08-04 23:59:42,4274,Closer look at the Beirut Explosion.  https://t.co/hiNkSWQ3nU,[]
Ieftmytshirt,ꨄ insta: lovesickkatt ꨄ,overthinking | she her ,224,1030,24998,2019-02-14 22:15:23,2020-08-04 23:59:42,89347,how you can help lebanon; a thread,[]
VfhvmRoslvn,work hard until you no longer need to introduce yourself 💪 TGI,,170,326,59976,2015-06-12 00:42:06,2020-08-04 23:59:42,9449,"Please, pray for #Beirut, Lebanon.
It's heartbreaking 💔 #بيروت https://t.co/yUKWKSYBKp","[{'text': 'Beirut', 'indices': [35, 42]}, {'text': 'بيروت', 'indices': [74, 80]}]"
Diiion4,black multi 🏳️‍🌈fan account,He/him,408,122,3217,2020-02-17 20:48:44,2020-08-04 23:59:42,35807,"Please take a minute or two to pray for our brothers &amp; sisters at Beirut, Lebanon. There has been a massive explosion &amp; the blast leave dozens dead &amp; thousands injured. 

Our prayers &amp; thoughts are with them. https://t.co/xjC9dyvlTT",[]
Shannyqt,"BANGTAN FOREVER.

         ⟭⟬ ∞ ⟬⟭

ARMY FOREVER.",,524,146,5975,2017-12-17 04:36:19,2020-08-04 23:59:42,32488,"tw // explosion

for anyone who is in lebanon or has family or knows anyone who’s ears are ringing and hurt from the blast, avoid ur phone/loud music because that will irritate u more; also try not to drink like tea or coffee or things with caffeine because those tend to cause",[]
euphorianskoo,"BTS only. I respect other, if you respect us. -- |fan account|",indonesian | muslim | she/her,1277,1128,7702,2015-02-04 10:51:37,2020-08-04 23:59:42,1092,Everyone please refrain from using any hashtags out of respect for what's happening on lebanon. All we can do for now is helping them by using our voice and signing petitions. They need us now.,[]
_wittypedia,🕊,"Manchester, England",26,0,49,2017-09-18 18:30:59,2020-08-04 23:59:42,0,Beirut💔,[]
bedakkai,fan acc 📼 bts_dynamite 8/21,s/her • ‘96,152,439,88011,2012-09-20 03:47:14,2020-08-04 23:59:42,58613,a thread of people offering places to stay in for those who have been rendered homeless because of the tragic blast in lebanon and are in dire need of a place to stay at :,[]
Two_Meee,"24.
Apprentice Manufacturing Engineer. 

K. I. FF. E. R. S.   B. O. Y. Z",NunyaBusiness ,229,221,1658,2009-10-18 01:09:44,2020-08-04 23:59:42,231118,Stunning video shows explosions just minutes ago at Beirut port https://t.co/ZjltF0VcTr,[]
robinmenikoff,,,1790,276,4654,2016-02-14 02:28:12,2020-08-04 23:59:42,40,"""It looks like what happened in Japan, in Hiroshima and Nagasaki.That's what it reminds me of.  I have never seen destruction on this scale in my life.
 -Beirut Governor Marwan Abboud cries as he explains to a journalist the scene of the destruction due to the explosion.#Beirut https://t.co/GDrGapGjrV",[]
BByunniiee,Trying to become a fanfic writer 😭,,188,23,28342,2019-01-11 04:22:39,2020-08-04 23:59:42,58613,a thread of people offering places to stay in for those who have been rendered homeless because of the tragic blast in lebanon and are in dire need of a place to stay at :,[]
cpaulmabry,diehard hogs fanatic WPS!!!!,,1045,1090,22564,2010-12-18 03:03:07,2020-08-04 23:59:42,12023,"Terrifying video of the Beirut explosion from a car driving on the road next to the port 
#Lebanon #Beirut  https://t.co/KTLYrApCTV","[{'text': 'Lebanon', 'indices': [106, 114]}, {'text': 'Beirut', 'indices': [115, 122]}]"
Leslie_resists,"Maggot Mussolini is a racist, xenophobic misogynist and so is his kkkult.",Whitman County Washington USA,7266,6610,269626,2016-09-23 02:59:47,2020-08-04 23:59:42,469,"Thank you to everyone who reached out today to ask about the safety of my family and @nytimes colleagues in Beirut. 

We are all accounted for, with some of us more scratched up than others. It has been a tough day.",[]
medichatter,28 :: She/Her,,479,40,71878,2019-07-28 19:45:43,2020-08-04 23:59:42,89347,how you can help lebanon; a thread,[]
seokjinsremedy,#KSJ : People succeed when others say negative things. ✨ #BTS #GFRIEND OT⁷ x OT⁶ 💜🦋 • 93 ♋️,,990,1396,82893,2015-02-15 09:46:33,2020-08-04 23:59:42,0,"I can't stop crying, there's so much going on rn, the pandemic, blm, ph government issue and now the b*mbing in lebanon and so much more, can 2020 end already?! This is really too much for me 😭💔",[]
jennifermacey,I make podcasts and I teach how to make podcasts. Retweets may be interesting but not necessarily endorsements.,Dharawal country,3886,1862,14083,2009-11-27 03:45:51,2020-08-04 23:59:42,154,"Oh my heart aches for you #Beirut a city where the hospitals were already full, the electricity was rationed &amp; running out in the past month and where the leaders have failed to look after their people so many times... and now this utter horror. Praying for everyone there x","[{'text': 'Beirut', 'indices': [45, 52]}]"
sunflowe29,≧ω≦ เจ้าดอกทานตะวันคือรอยยิ้มและความสดใส  ≧ω≦ #JackieJackrin #chejack,,203,248,40166,2019-04-24 15:19:55,2020-08-04 23:59:42,2132,Pray for Beirut🙏🏻😢  #Beirut,"[{'text': 'Beirut', 'indices': [32, 39]}]"
erykaq,"Disregard Males, Acquire Currency! Snapchat- eryka_love 🎃                     Bay Area🤟🏽",,2561,1884,62233,2012-04-04 02:44:29,2020-08-04 23:59:42,16115,#Beirut streets now. https://t.co/8mZSXTLNQI,"[{'text': 'Beirut', 'indices': [16, 23]}]"
brittanysonn,,"Long Beach, CA",165,70,1516,2019-10-09 19:14:33,2020-08-04 23:59:42,28496,"my heart, strength and condolences are with Lebanon and everyone affected by this tragedy. 
please support / donate if you’re able to, i will be doing so too. https://t.co/8ACJFzxl69",[]
419ys_am,DoDo Lashes use code: MACIAS  Taurus Sun ☀️ ♉️ Aries Moon 🌚 ♈️,"Texas, USA",378,325,31303,2012-09-01 03:05:35,2020-08-04 23:59:41,58387,Explosion in #Beirut #Lebanon - view from Annahar building. Praying for everyone’s safety 🙏🏼😓 https://t.co/Zf6fXaahUq,"[{'text': 'Beirut', 'indices': [30, 37]}, {'text': 'Lebanon', 'indices': [38, 46]}]"
GrammaYayam164,"Wife of highly decorated war hero. Gramma Yam Yam to 5 amazing grand children. Mother, daughter, sister, Friend.  Saved by God's amazing grace.",California,907,1253,113415,2009-07-10 16:18:44,2020-08-04 23:59:41,8385,"""Let me begin by sending America's deepest sympathies to the people of Lebanon."" https://t.co/CZitqk2A0S",[]
SHSLBlKER,my main won't unlock send help,r + k | rot/rots | white | 16,57,56,623,2020-08-03 20:43:06,2020-08-04 23:59:41,69418,HOW TO DONATE PROPERLY TO LEBANON: a thread,[]
MaxLangley13,"max. 22. non-binary trans dude. he/they pronouns. bi, ace, and polyamorous. // this is mainly a political twitter now //18+ pls n thx //


please god interact","Ontario, CA",1005,390,6014,2018-02-12 04:39:48,2020-08-04 23:59:41,23839,"⚠️ DON'T SCROLL PAST THIS ⚠️

A thread of carrds and ways to help Lebanon since petitions don't work.",[]
noraziraramdan_,We will never know our limits until we push ourselves endlessly. ❤,"Raub, Pahang",278,643,18156,2013-04-08 06:04:02,2020-08-04 23:59:41,1927,"My heart breaks for Beirut. Please consider helping and may Allah grant our brothers and sisters ease and safety, Amin! https://t.co/cF8XOvsYod",[]
subarashii555,"ติดลิมิตโว้ย
|YOBI |18⬇️| TWST¦あんスタ¦22/7¦ Hyp Mic¦ MHYK ¦ SideM ¦ Love live¦ Tokyo7th¦ Dc¦วงผู้หญิงตึกฟ้าติ่งหมด¦iu¦ไทย-日本人|",ไม่บอกหรอก,2695,289,47679,2020-02-23 07:37:28,2020-08-04 23:59:41,755,"Historically - this is the strongest and most catastrophic explosion to hit the capital of #Lebanon - Beirut. 

I remember PM Rafic Hariri's assassination in Beirut - the damage, I also remember the 2006 war in Lebanon and the sound of airstrikes   and damage. Today was worse. https://t.co/n5NdFKpkak","[{'text': 'Lebanon', 'indices': [107, 115]}]"
oikawaboke,#GON: gotta look cute so they forget you don’t know basic math,she/her⭑,1044,1027,30703,2018-08-19 15:59:23,2020-08-04 23:59:41,48970,ways to help lebanon: a thread,[]
nanadijah,𝘚𝘰 𝘸𝘩𝘪𝘤𝘩 𝘰𝘧 𝘵𝘩𝘦 𝘧𝘢𝘷𝘰𝘶𝘳𝘴 𝘰𝘧 𝘺𝘰𝘶𝘳 𝘭𝘰𝘳𝘥 𝘸𝘰𝘶𝘭𝘥 𝘺𝘰𝘶 𝘥𝘦𝘯𝘺? ☾,𝘖𝘮𝘸 𝘵𝘰 𝘑𝘢𝘯𝘯𝘢𝘩,421,242,24665,2018-10-28 10:20:56,2020-08-04 23:59:41,150,"to anyone unsure if the donation money goes to lebanon, donate to the lebanese red cross directly",[]
ABduLSabOoR09,🇵🇰💚,"Karachi, Pakistan",185,7,40,2019-07-01 16:47:14,2020-08-04 23:59:41,84,"Our sincere condolences to #Lebanon, dozens of victims, may Allah 'God' have mercy on them and forgive them
#Beirut https://t.co/w2MPnhq7we","[{'text': 'Lebanon', 'indices': [48, 56]}, {'text': 'Beirut', 'indices': [129, 136]}]"
ClareFeona,$ebyor,,265,267,13881,2018-12-31 12:25:22,2020-08-04 23:59:41,1897,"Prayers for Lebanon 🙏🙏🙏
🎥 cto https://t.co/rCvcMOXk9Q",[]
badluckmoose69,"LAU| Im just a kid and life is a nightmare | Skateboarding saved my life | 🏊⭕️| 🐶🐕 ♥️. Today sucked, Tomorrow is worse",Lebanon| Dubai,2634,2598,40495,2017-01-19 02:55:51,2020-08-04 23:59:41,3,@fairestlarri @badluckmoose69 https://t.co/KMDrQTInSy this is a trustworthy source.,[]
Ginger1200,Sports gambling degenerate. I retweet things to go back and view them later on. PGA is the best sport.,"Belpre, OH",419,162,3206,2015-03-14 18:05:21,2020-08-04 23:59:41,21593,Terrifying video from a guy driving his car while filming the Beirut explosion...https://t.co/0XpfqCw22L,[]
ts_patriot,MAGA for Life,,186,47,3159,2020-04-21 21:38:30,2020-08-04 23:59:41,1723,"More footage appears to show that there were two separate explosions in Beirut. 

Watch until the end. 
 https://t.co/0mWW8bLKzp",[]
Maazinsanbano,no larai jhagra insan bano sab khud b khush raho or dosro ko b khush rakho✋,"کراچی, پاکستان",1336,346,8097,2014-04-19 07:18:24,2020-08-04 23:59:41,5428,"Dramatic video shows a massive explosion near Beirut's port that caused destruction to homes miles away. Dozens have been killed and thousands are believed to be injured, officials say. https://t.co/wOOvmOdkM4 https://t.co/2QxqtTfuQz",[]
thalionggg,"erina, badminton & kdrama enthusiast.",,748,628,33143,2013-04-24 10:44:54,2020-08-04 23:59:41,19336,"tw // b0mb explosion 

this jus happened in my country in Lebanon pls pls keep us in ur prayers

 https://t.co/apMtol6AS6",[]
harryshortcakes,"#HARRY: baby long legs

zayn pirouette🩰 @sugarstylz",she/her. ot5. larry. minor. ♍︎,952,1041,8636,2015-09-08 02:53:28,2020-08-04 23:59:41,18749,A houses and hotels and schools that are wide open for all the injured / harmed from the explosion in Lebanon.  A thread ( please share ),[]
peachiall,@NiallOfficial ❤️,SAN SIRO-MILLENNIUM STADIUM.,6032,5593,59965,2011-04-05 14:02:30,2020-08-04 23:59:41,62378,"a thread to summarize what's happening in lebanon. please link petitions and donation links below, do whatever you can to help. https://t.co/ovVBGJeagT",[]
chitaluhan,Always support EXO ot9💫  @B_hundred_Hyun | #Delight  #HUNHAN #CHANBAEK 💗,,3538,414,100016,2014-01-25 16:43:18,2020-08-04 23:59:41,1452,"Burj Khalifa &amp; The Pyramids of Egypt shows solidarity to Lebanon. 💔
#Beirut 
#Lebanon https://t.co/Fl4Wk4NUVt","[{'text': 'Beirut', 'indices': [93, 100]}, {'text': 'Lebanon', 'indices': [102, 110]}]"
ardhiansyahK,"I desire nothing more than a deep, restful sleep",panggung sometimes field,802,225,13288,2012-01-06 08:09:03,2020-08-04 23:59:41,6856,"JUST IN: Lebanese sources report 2,700 tons of ammonium nitrate exploded at Beirut Port earlier today",[]
oopmingi,"NCT,ATEEZ,CIX,1TEAM, Secret Number (I’m 17, she/her) abolish america",Black & White (white mom),784,184,66912,2017-04-07 04:19:12,2020-08-04 23:59:41,919,The recent tragedy in Lebanon is frightening and the before and after pictures have left me at lost for words. My heart and prayers go out to all those who were affected. Please donate to the Lebanese Red Cross for funds to go directly to those who are currently affected,[]
louisghostofyou,𝙇𝙞𝙠𝙚 𝙩𝙝𝙚𝙧𝙚 𝙖𝙞𝙣'𝙩 𝙚𝙣𝙤𝙪𝙜𝙝 𝙙𝙮𝙞𝙣𝙜 𝙨𝙩𝙖𝙧𝙨 𝙞𝙣 𝙮𝙤𝙪𝙧 𝙨𝙠𝙮 ᴏᴛ𝟻 卌 ❯❯❯❯ 𝚜𝚑𝚎/𝚑𝚎𝚛,KFC,1516,1522,9432,2019-03-24 21:20:45,2020-08-04 23:59:41,89347,how you can help lebanon; a thread,[]
hyunrubyjane,❤JEN 💜IRENE 🤎MINO,rubyhyun,629,225,105586,2015-03-06 14:22:19,2020-08-04 23:59:41,1937,"Devastating photos from the massive explosion in Beirut, Lebanon
 please pray for Beirut, Lebanon 
#Beirut https://t.co/KKKq1ZTlvu","[{'text': 'Beirut', 'indices': [120, 127]}]"
goldnhest,#HARRY: i was leaving on a train,she / her,756,1077,7411,2017-05-11 19:28:38,2020-08-04 23:59:41,4102,MOOTS THAT LIVE IN LEBANON download the careem ride app and use the promo code DONATEBLOOD to get a FREE ride too a hospital in lebanon to donate blood for those in need.,[]
yeochingalaxy,ayooo | stan account,milky way,137,6,636,2019-11-04 13:43:36,2020-08-04 23:59:41,29801,"carrds to educate yourself on what’s happening in lebanon, please check them out:",[]
itspoppymyguy,Silence is violence. Speak out.,She/her the moon,205,204,5552,2015-10-23 21:19:51,2020-08-04 23:59:41,155,"PLEASE DONATE HERE. this one donates DIRECTLY to lebanon unlike many of the other ones. so PLEASE if you can donate, donate here. https://t.co/mKhHfnQyAZ",[]
irfanzafiz,,"Selangor, Malaysia",214,234,5108,2018-06-21 16:06:09,2020-08-04 23:59:41,34739,"Video of the explosion that rocked #Beirut not long ago 
 https://t.co/Lt1kahDXEt","[{'text': 'Beirut', 'indices': [50, 57]}]"
GissellPaola07,,,242,75,211,2015-07-25 02:28:42,2020-08-04 23:59:41,28496,"my heart, strength and condolences are with Lebanon and everyone affected by this tragedy. 
please support / donate if you’re able to, i will be doing so too. https://t.co/8ACJFzxl69",[]
Etinni_305,"Can’t argue with these lazy bitches, I just raise my price",,313,649,193912,2013-07-05 21:20:04,2020-08-04 23:59:41,69418,HOW TO DONATE PROPERLY TO LEBANON: a thread,[]
JaaayeTea,Just Chilling on the old Maryland road 🤷🏾‍♂️,,140,75,5564,2014-03-12 23:42:40,2020-08-04 23:59:41,58387,Explosion in #Beirut #Lebanon - view from Annahar building. Praying for everyone’s safety 🙏🏼😓 https://t.co/Zf6fXaahUq,"[{'text': 'Beirut', 'indices': [30, 37]}, {'text': 'Lebanon', 'indices': [38, 46]}]"
wilting_rxse_,"Welcome To My Imaginary World ✨🌍🖤

     IG👉🏼@wilting_rxse_",♡,155,384,29120,2018-11-10 15:11:25,2020-08-04 23:59:41,582,"According to the locals , #BeirutBlast is apocalyptic .The blast was even felt in Cyprus and people living in #Damascus can witness the nitrite clouds all the way there.

And these are the poisonous nitrate clouds

#Lebanonexplosion #بيروت #Beirut https://t.co/Sqip9bJXK0","[{'text': 'BeirutBlast', 'indices': [46, 58]}, {'text': 'Damascus', 'indices': [130, 139]}]"
Mexi_x,“I continue to grow within your happiness”,Given a chance,498,837,54652,2011-12-06 08:06:59,2020-08-04 23:59:41,241,"❗️❗️Guys, please wear masks and stay inside, beirut’s atmosphere is contaminated now with nitric acid, which is a corrosive acid. It’s not cancerigen or mutagen, but if exposed for too long to this gas, it can damage your skin and lungs. 
Stay safe and please read this message❗️",[]
matsugae,劇作家、演出家、シナリオライター。アクターズ・ヴィジョン代表。憧れ、バタイユ。死に至るまでの生の称揚。聖性とエロティシズム。京都大学経済学部卒業（専攻、数理経済学、財政学、公共選択、ゲーム理論）。吉田和男ゼミ。伊藤秀史ゼミ。日本銀行調査統計局に6年務めるも退職。演劇、映画というヤクザな世界に身投げ。,tokyo,1231,2448,21847,2009-11-26 21:49:11,2020-08-04 23:59:41,21593,Terrifying video from a guy driving his car while filming the Beirut explosion...https://t.co/0XpfqCw22L,[]
vnzyrtx,"just do what do you want|be yourself|
be everything to everyone|simple person|BL|","Kota Manado, Sulawesi Utara",33,27,7700,2015-10-10 09:29:04,2020-08-04 23:59:41,2394,"Explosions, shockwaves, screaming children and panic in a Beirut neighborhood https://t.co/EvnJPuoKuc",[]
ashley_gon_,"Hello, I'm obsessed with the Jonas Brothers ☆ TXST Alumna",,275,181,3110,2017-11-15 04:26:32,2020-08-04 23:59:41,12718,"Terrifying footage is coming out of Beirut...

https://t.co/aEYysK9nTO",[]
ethcleveland_,Physics student 📚,Birmingham / Leeds,125,98,10446,2017-02-16 21:38:49,2020-08-04 23:59:41,4919,"Worried about whomever took this video, as they were out in the open near the Beirut blast with no barriers https://t.co/gb3JdVs9Hw",[]
louis91dagger,"#HARRY: 𝘛𝘰 𝘵𝘩𝘦 𝘣𝘰𝘺𝘴, 𝘐 𝘭𝘰𝘷𝘦 𝘺𝘰𝘶 𝘴𝘰 𝘮𝘶𝘤𝘩.








• 𝘧𝘢𝘯 𝘢𝘤𝘤𝘰𝘶𝘯𝘵 •",she/her | 19 | ♎,762,3295,256909,2014-05-16 17:43:25,2020-08-04 23:59:41,4102,MOOTS THAT LIVE IN LEBANON download the careem ride app and use the promo code DONATEBLOOD to get a FREE ride too a hospital in lebanon to donate blood for those in need.,[]
FangirlKimjane,"BTS🔰ARMY
I 💜 U
🇵🇭",,808,225,60,2020-07-08 00:50:09,2020-08-04 23:59:41,260,"please share this to spread awareness!! lets help the people in lebanon
https://t.co/qydjQK24MN",[]
Ciudadana_2020,En cuarentena en Peronia 😡,Argentina,2615,1647,21507,2010-05-27 19:56:17,2020-08-04 23:59:41,231118,Stunning video shows explosions just minutes ago at Beirut port https://t.co/ZjltF0VcTr,[]
